"Time (s) Run #1","Absolute Pressure (kPa) Run #1","Temperature (°C) Run #1","Abs (K) Run #1"
610.450,92.438,27.76,300.91
610.500,92.451,27.76,300.91
610.550,92.464,27.75,300.90
610.600,92.444,27.76,300.91
610.650,92.447,27.76,300.91
610.700,92.475,27.75,300.90
610.750,92.440,27.75,300.90
610.800,92.410,27.75,300.90
610.850,92.460,27.75,300.90
610.900,92.455,27.75,300.90
610.950,92.447,27.75,300.90
611.000,92.423,27.75,300.90
611.050,92.447,27.75,300.90
611.100,92.440,27.74,300.89
611.150,92.423,27.74,300.89
611.200,92.427,27.74,300.89
611.250,92.462,27.74,300.89
611.300,92.442,27.74,300.89
611.350,92.433,27.74,300.89
611.400,92.436,27.73,300.88
611.450,92.449,27.74,300.89
611.500,92.425,27.73,300.88
611.550,92.449,27.73,300.88
611.600,92.451,27.73,300.88
611.650,92.425,27.73,300.88
611.700,92.444,27.73,300.88
611.750,92.412,27.73,300.88
611.800,92.423,27.73,300.88
611.850,92.429,27.73,300.88
611.900,92.412,27.73,300.88
611.950,92.457,27.72,300.87
612.000,92.410,27.72,300.87
612.050,92.420,27.72,300.87
612.100,92.449,27.72,300.87
612.150,92.420,27.72,300.87
612.200,92.427,27.71,300.86
612.250,92.405,27.71,300.86
612.300,92.427,27.71,300.86
612.350,92.412,27.71,300.86
612.400,92.429,27.71,300.86
612.450,92.412,27.71,300.86
612.500,92.416,27.71,300.86
612.550,92.418,27.71,300.86
612.600,92.429,27.70,300.85
612.650,92.444,27.70,300.85
612.700,92.418,27.70,300.85
612.750,92.388,27.70,300.85
612.800,92.407,27.70,300.85
612.850,92.405,27.70,300.85
612.900,92.442,27.69,300.84
612.950,92.423,27.70,300.85
613.000,92.423,27.69,300.84
613.050,92.401,27.69,300.84
613.100,92.386,27.69,300.84
613.150,92.416,27.69,300.84
613.200,92.399,27.69,300.84
613.250,92.384,27.68,300.83
613.300,92.386,27.68,300.83
613.350,92.412,27.68,300.83
613.400,92.388,27.68,300.83
613.450,92.416,27.67,300.82
613.500,92.414,27.67,300.82
613.550,92.407,27.67,300.82
613.600,92.412,27.67,300.82
613.650,92.401,27.66,300.81
613.700,92.399,27.66,300.81
613.750,92.384,27.66,300.81
613.800,92.401,27.65,300.80
613.850,92.392,27.65,300.80
613.900,92.401,27.65,300.80
613.950,92.399,27.65,300.80
614.000,92.373,27.64,300.79
614.050,92.405,27.64,300.79
614.100,92.390,27.64,300.79
614.150,92.401,27.64,300.79
614.200,92.381,27.63,300.78
614.250,92.379,27.63,300.78
614.300,92.381,27.63,300.78
614.350,92.423,27.63,300.78
614.400,92.379,27.62,300.77
614.450,92.386,27.62,300.77
614.500,92.390,27.62,300.77
614.550,92.381,27.61,300.76
614.600,92.384,27.61,300.76
614.650,92.375,27.61,300.76
614.700,92.394,27.61,300.76
614.750,92.377,27.61,300.76
614.800,92.397,27.60,300.75
614.850,92.401,27.60,300.75
614.900,92.392,27.60,300.75
614.950,92.438,27.60,300.75
615.000,92.394,27.59,300.74
615.050,92.379,27.59,300.74
615.100,92.325,27.59,300.74
615.150,92.371,27.59,300.74
615.200,92.384,27.58,300.73
615.250,92.381,27.58,300.73
615.300,92.366,27.58,300.73
615.350,92.377,27.58,300.73
615.400,92.386,27.58,300.73
615.450,92.392,27.57,300.72
615.500,92.399,27.57,300.72
615.550,92.375,27.57,300.72
615.600,92.371,27.57,300.72
615.650,92.397,27.56,300.71
615.700,92.360,27.57,300.72
615.750,92.358,27.56,300.71
615.800,92.366,27.56,300.71
615.850,92.381,27.56,300.71
615.900,92.390,27.56,300.71
615.950,92.410,27.55,300.70
616.000,92.377,27.55,300.70
616.050,92.340,27.55,300.70
616.100,92.390,27.55,300.70
616.150,92.377,27.55,300.70
616.200,92.353,27.55,300.70
616.250,92.379,27.55,300.70
616.300,92.366,27.54,300.69
616.350,92.392,27.54,300.69
616.400,92.355,27.53,300.68
616.450,92.353,27.54,300.69
616.500,92.384,27.53,300.68
616.550,92.362,27.53,300.68
616.600,92.336,27.53,300.68
616.650,92.373,27.52,300.67
616.700,92.345,27.52,300.67
616.750,92.386,27.52,300.67
616.800,92.371,27.52,300.67
616.850,92.342,27.52,300.67
616.900,92.351,27.52,300.67
616.950,92.338,27.51,300.66
617.000,92.334,27.51,300.66
617.050,92.345,27.51,300.66
617.100,92.323,27.51,300.66
617.150,92.373,27.51,300.66
617.200,92.366,27.50,300.65
617.250,92.338,27.50,300.65
617.300,92.355,27.50,300.65
617.350,92.342,27.50,300.65
617.400,92.347,27.49,300.64
617.450,92.353,27.49,300.64
617.500,92.342,27.49,300.64
617.550,92.327,27.49,300.64
617.600,92.358,27.48,300.63
617.650,92.351,27.48,300.63
617.700,92.360,27.48,300.63
617.750,92.360,27.48,300.63
617.800,92.325,27.48,300.63
617.850,92.351,27.47,300.62
617.900,92.360,27.47,300.62
617.950,92.314,27.47,300.62
618.000,92.358,27.47,300.62
618.050,92.299,27.46,300.61
618.100,92.349,27.46,300.61
618.150,92.325,27.46,300.61
618.200,92.338,27.46,300.61
618.250,92.340,27.46,300.61
618.300,92.308,27.45,300.60
618.350,92.334,27.45,300.60
618.400,92.360,27.45,300.60
618.450,92.336,27.44,300.59
618.500,92.323,27.44,300.59
618.550,92.347,27.44,300.59
618.600,92.329,27.44,300.59
618.650,92.336,27.43,300.58
618.700,92.321,27.43,300.58
618.750,92.347,27.43,300.58
618.800,92.314,27.43,300.58
618.850,92.349,27.43,300.58
618.900,92.308,27.43,300.58
618.950,92.362,27.43,300.58
619.000,92.340,27.42,300.57
619.050,92.366,27.41,300.56
619.100,92.349,27.42,300.57
619.150,92.371,27.41,300.56
619.200,92.345,27.41,300.56
619.250,92.297,27.41,300.56
619.300,92.351,27.41,300.56
619.350,92.295,27.40,300.55
619.400,92.332,27.40,300.55
619.450,92.321,27.40,300.55
619.500,92.310,27.39,300.54
619.550,92.325,27.39,300.54
619.600,92.342,27.39,300.54
619.650,92.334,27.39,300.54
619.700,92.336,27.39,300.54
619.750,92.332,27.38,300.53
619.800,92.349,27.38,300.53
619.850,92.327,27.38,300.53
619.900,92.323,27.38,300.53
619.950,92.347,27.37,300.52
620.000,92.332,27.38,300.53
620.050,92.342,27.37,300.52
620.100,92.325,27.37,300.52
620.150,92.351,27.37,300.52
620.200,92.305,27.36,300.51
620.250,92.299,27.36,300.51
620.300,92.345,27.36,300.51
620.350,92.318,27.36,300.51
620.400,92.338,27.36,300.51
620.450,92.318,27.35,300.50
620.500,92.332,27.35,300.50
620.550,92.297,27.35,300.50
620.600,92.334,27.35,300.50
620.650,92.314,27.34,300.49
620.700,92.308,27.34,300.49
620.750,92.325,27.34,300.49
620.800,92.312,27.34,300.49
620.850,92.297,27.34,300.49
620.900,92.325,27.33,300.48
620.950,92.327,27.33,300.48
621.000,92.329,27.33,300.48
621.050,92.292,27.32,300.47
621.100,92.345,27.32,300.47
621.150,92.323,27.32,300.47
621.200,92.342,27.32,300.47
621.250,92.297,27.31,300.46
621.300,92.353,27.31,300.46
621.350,92.310,27.31,300.46
621.400,92.323,27.30,300.45
621.450,92.321,27.30,300.45
621.500,92.308,27.30,300.45
621.550,92.327,27.29,300.44
621.600,92.345,27.29,300.44
621.650,92.305,27.29,300.44
621.700,92.295,27.29,300.44
621.750,92.321,27.28,300.43
621.800,92.271,27.28,300.43
621.850,92.305,27.28,300.43
621.900,92.305,27.28,300.43
621.950,92.334,27.28,300.43
622.000,92.334,27.27,300.42
622.050,92.332,27.27,300.42
622.100,92.305,27.27,300.42
622.150,92.299,27.26,300.41
622.200,92.325,27.26,300.41
622.250,92.305,27.26,300.41
622.300,92.292,27.26,300.41
622.350,92.295,27.25,300.40
622.400,92.318,27.25,300.40
622.450,92.336,27.25,300.40
622.500,92.332,27.25,300.40
622.550,92.332,27.24,300.39
622.600,92.301,27.24,300.39
622.650,92.334,27.24,300.39
622.700,92.325,27.24,300.39
622.750,92.290,27.24,300.39
622.800,92.303,27.23,300.38
622.850,92.282,27.23,300.38
622.900,92.295,27.23,300.38
622.950,92.312,27.23,300.38
623.000,92.262,27.22,300.37
623.050,92.312,27.22,300.37
623.100,92.332,27.22,300.37
623.150,92.297,27.22,300.37
623.200,92.301,27.22,300.37
623.250,92.303,27.22,300.37
623.300,92.308,27.21,300.36
623.350,92.305,27.21,300.36
623.400,92.290,27.21,300.36
623.450,92.312,27.21,300.36
623.500,92.297,27.21,300.36
623.550,92.295,27.20,300.35
623.600,92.301,27.20,300.35
623.650,92.314,27.20,300.35
623.700,92.295,27.20,300.35
623.750,92.284,27.19,300.34
623.800,92.279,27.19,300.34
623.850,92.305,27.19,300.34
623.900,92.290,27.19,300.34
623.950,92.284,27.19,300.34
624.000,92.286,27.18,300.33
624.050,92.295,27.18,300.33
624.100,92.318,27.18,300.33
624.150,92.325,27.18,300.33
624.200,92.277,27.17,300.32
624.250,92.299,27.17,300.32
624.300,92.269,27.17,300.32
624.350,92.288,27.17,300.32
624.400,92.305,27.16,300.31
624.450,92.301,27.17,300.32
624.500,92.312,27.17,300.32
624.550,92.295,27.16,300.31
624.600,92.295,27.16,300.31
624.650,92.303,27.16,300.31
624.700,92.275,27.16,300.31
624.750,92.301,27.16,300.31
624.800,92.327,27.16,300.31
624.850,92.279,27.15,300.30
624.900,92.310,27.15,300.30
624.950,92.295,27.15,300.30
625.000,92.308,27.15,300.30
625.050,92.279,27.15,300.30
625.100,92.295,27.15,300.30
625.150,92.299,27.14,300.29
625.200,92.308,27.14,300.29
625.250,92.301,27.14,300.29
625.300,92.258,27.14,300.29
625.350,92.277,27.14,300.29
625.400,92.292,27.14,300.29
625.450,92.290,27.14,300.29
625.500,92.314,27.14,300.29
625.550,92.305,27.14,300.29
625.600,92.314,27.13,300.28
625.650,92.299,27.13,300.28
625.700,92.325,27.13,300.28
625.750,92.260,27.13,300.28
625.800,92.310,27.13,300.28
625.850,92.277,27.13,300.28
625.900,92.316,27.12,300.27
625.950,92.312,27.13,300.28
626.000,92.323,27.13,300.28
626.050,92.308,27.12,300.27
626.100,92.286,27.12,300.27
626.150,92.299,27.12,300.27
626.200,92.312,27.12,300.27
626.250,92.334,27.12,300.27
626.300,92.275,27.12,300.27
626.350,92.258,27.11,300.26
626.400,92.303,27.12,300.27
626.450,92.260,27.11,300.26
626.500,92.303,27.11,300.26
626.550,92.282,27.11,300.26
626.600,92.299,27.11,300.26
626.650,92.297,27.11,300.26
626.700,92.290,27.11,300.26
626.750,92.249,27.11,300.26
626.800,92.301,27.10,300.25
626.850,92.297,27.11,300.26
626.900,92.342,27.11,300.26
626.950,92.310,27.10,300.25
627.000,92.299,27.11,300.26
627.050,92.258,27.10,300.25
627.100,92.292,27.10,300.25
627.150,92.292,27.10,300.25
627.200,92.264,27.10,300.25
627.250,92.305,27.10,300.25
627.300,92.282,27.10,300.25
627.350,92.277,27.10,300.25
627.400,92.262,27.10,300.25
627.450,92.286,27.09,300.24
627.500,92.266,27.10,300.25
627.550,92.297,27.10,300.25
627.600,92.264,27.09,300.24
627.650,92.282,27.09,300.24
627.700,92.269,27.09,300.24
627.750,92.256,27.09,300.24
627.800,92.271,27.09,300.24
627.850,92.327,27.09,300.24
627.900,92.262,27.09,300.24
627.950,92.292,27.09,300.24
628.000,92.301,27.09,300.24
628.050,92.286,27.09,300.24
628.100,92.275,27.08,300.23
628.150,92.282,27.08,300.23
628.200,92.240,27.08,300.23
628.250,92.275,27.08,300.23
628.300,92.284,27.08,300.23
628.350,92.271,27.07,300.22
628.400,92.279,27.08,300.23
628.450,92.286,27.07,300.22
628.500,92.292,27.07,300.22
628.550,92.277,27.07,300.22
628.600,92.271,27.07,300.22
628.650,92.275,27.06,300.21
628.700,92.279,27.06,300.21
628.750,92.284,27.06,300.21
628.800,92.297,27.06,300.21
628.850,92.308,27.06,300.21
628.900,92.286,27.06,300.21
628.950,92.256,27.05,300.20
629.000,92.253,27.05,300.20
629.050,92.284,27.05,300.20
629.100,92.295,27.04,300.19
629.150,92.284,27.04,300.19
629.200,92.249,27.04,300.19
629.250,92.256,27.04,300.19
629.300,92.292,27.04,300.19
629.350,92.282,27.03,300.18
629.400,92.269,27.04,300.19
629.450,92.253,27.03,300.18
629.500,92.260,27.03,300.18
629.550,92.258,27.03,300.18
629.600,92.286,27.03,300.18
629.650,92.284,27.02,300.17
629.700,92.273,27.02,300.17
629.750,92.284,27.02,300.17
629.800,92.286,27.02,300.17
629.850,92.295,27.01,300.16
629.900,92.277,27.02,300.17
629.950,92.262,27.01,300.16
630.000,92.282,27.01,300.16
630.050,92.284,27.01,300.16
630.100,92.277,27.01,300.16
630.150,92.269,27.01,300.16
630.200,92.256,27.01,300.16
630.250,92.286,27.01,300.16
630.300,92.284,27.01,300.16
630.350,92.299,27.00,300.15
630.400,92.282,27.00,300.15
630.450,92.275,27.00,300.15
630.500,92.264,27.00,300.15
630.550,92.284,27.00,300.15
630.600,92.266,27.00,300.15
630.650,92.264,27.00,300.15
630.700,92.264,27.00,300.15
630.750,92.271,27.00,300.15
630.800,92.264,27.00,300.15
630.850,92.288,27.00,300.15
630.900,92.236,27.00,300.15
630.950,92.282,27.00,300.15
631.000,92.288,27.00,300.15
631.050,92.288,26.99,300.14
631.100,92.262,26.99,300.14
631.150,92.288,26.99,300.14
631.200,92.273,26.99,300.14
631.250,92.282,26.99,300.14
631.300,92.292,26.99,300.14
631.350,92.279,26.99,300.14
631.400,92.273,26.99,300.14
631.450,92.264,26.99,300.14
631.500,92.299,26.99,300.14
631.550,92.269,26.99,300.14
631.600,92.277,26.99,300.14
631.650,92.277,26.98,300.13
631.700,92.264,26.99,300.14
631.750,92.279,26.98,300.13
631.800,92.260,26.98,300.13
631.850,92.282,26.98,300.13
631.900,92.258,26.98,300.13
631.950,92.290,26.98,300.13
632.000,92.260,26.98,300.13
632.050,92.238,26.98,300.13
632.100,92.271,26.98,300.13
632.150,92.295,26.98,300.13
632.200,92.297,26.98,300.13
632.250,92.271,26.98,300.13
632.300,92.266,26.98,300.13
632.350,92.236,26.98,300.13
632.400,92.275,26.98,300.13
632.450,92.286,26.98,300.13
632.500,92.282,26.98,300.13
632.550,92.282,26.99,300.14
632.600,92.275,26.98,300.13
632.650,92.277,26.98,300.13
632.700,92.262,26.98,300.13
632.750,92.282,26.98,300.13
632.800,92.308,26.98,300.13
632.850,92.269,26.98,300.13
632.900,92.240,26.98,300.13
632.950,92.266,26.98,300.13
633.000,92.305,26.98,300.13
633.050,92.247,26.98,300.13
633.100,92.256,26.98,300.13
633.150,92.262,26.98,300.13
633.200,92.264,26.98,300.13
633.250,92.236,26.98,300.13
633.300,92.269,26.98,300.13
633.350,92.264,26.98,300.13
633.400,92.262,26.98,300.13
633.450,92.260,26.98,300.13
633.500,92.303,26.98,300.13
633.550,92.240,26.98,300.13
633.600,92.282,26.98,300.13
633.650,92.247,26.98,300.13
633.700,92.273,26.98,300.13
633.750,92.243,26.97,300.12
633.800,92.249,26.98,300.13
633.850,92.253,26.97,300.12
633.900,92.256,26.97,300.12
633.950,92.249,26.97,300.12
634.000,92.245,26.97,300.12
634.050,92.262,26.97,300.12
634.100,92.269,26.97,300.12
634.150,92.247,26.97,300.12
634.200,92.275,26.97,300.12
634.250,92.277,26.96,300.11
634.300,92.256,26.96,300.11
634.350,92.271,26.96,300.11
634.400,92.245,26.96,300.11
634.450,92.279,26.96,300.11
634.500,92.238,26.96,300.11
634.550,92.262,26.96,300.11
634.600,92.258,26.96,300.11
634.650,92.286,26.95,300.10
634.700,92.292,26.95,300.10
634.750,92.258,26.95,300.10
634.800,92.251,26.95,300.10
634.850,92.303,26.95,300.10
634.900,92.245,26.95,300.10
634.950,92.269,26.95,300.10
635.000,92.288,26.94,300.09
635.050,92.260,26.94,300.09
635.100,92.243,26.94,300.09
635.150,92.264,26.94,300.09
635.200,92.273,26.94,300.09
635.250,92.262,26.93,300.08
635.300,92.249,26.93,300.08
635.350,92.305,26.93,300.08
635.400,92.266,26.93,300.08
635.450,92.277,26.93,300.08
635.500,92.253,26.93,300.08
635.550,92.266,26.93,300.08
635.600,92.273,26.93,300.08
635.650,92.273,26.92,300.07
635.700,92.258,26.92,300.07
635.750,92.271,26.93,300.08
635.800,92.258,26.93,300.08
635.850,92.284,26.92,300.07
635.900,92.312,26.92,300.07
635.950,92.301,26.92,300.07
636.000,92.253,26.92,300.07
636.050,92.251,26.92,300.07
636.100,92.282,26.92,300.07
636.150,92.253,26.92,300.07
636.200,92.273,26.92,300.07
636.250,92.260,26.92,300.07
636.300,92.269,26.92,300.07
636.350,92.292,26.92,300.07
636.400,92.245,26.91,300.06
636.450,92.249,26.92,300.07
636.500,92.279,26.92,300.07
636.550,92.286,26.92,300.07
636.600,92.273,26.92,300.07
636.650,92.286,26.92,300.07
636.700,92.275,26.91,300.06
636.750,92.249,26.91,300.06
636.800,92.260,26.91,300.06
636.850,92.269,26.92,300.07
636.900,92.256,26.91,300.06
636.950,92.249,26.91,300.06
637.000,92.266,26.91,300.06
637.050,92.243,26.91,300.06
637.100,92.245,26.91,300.06
637.150,92.230,26.91,300.06
637.200,92.282,26.91,300.06
637.250,92.238,26.91,300.06
637.300,92.262,26.91,300.06
637.350,92.264,26.90,300.05
637.400,92.269,26.91,300.06
637.450,92.269,26.90,300.05
637.500,92.240,26.91,300.06
637.550,92.238,26.91,300.06
637.600,92.243,26.90,300.05
637.650,92.273,26.91,300.06
637.700,92.262,26.91,300.06
637.750,92.258,26.90,300.05
637.800,92.236,26.90,300.05
637.850,92.258,26.91,300.06
637.900,92.249,26.91,300.06
637.950,92.243,26.90,300.05
638.000,92.249,26.91,300.06
638.050,92.282,26.90,300.05
638.100,92.292,26.90,300.05
638.150,92.282,26.90,300.05
638.200,92.292,26.90,300.05
638.250,92.260,26.90,300.05
638.300,92.258,26.90,300.05
638.350,92.282,26.90,300.05
638.400,92.266,26.90,300.05
638.450,92.247,26.90,300.05
638.500,92.264,26.90,300.05
638.550,92.266,26.90,300.05
638.600,92.282,26.90,300.05
638.650,92.269,26.90,300.05
638.700,92.236,26.90,300.05
638.750,92.269,26.90,300.05
638.800,92.264,26.90,300.05
638.850,92.258,26.90,300.05
638.900,92.288,26.90,300.05
638.950,92.258,26.90,300.05
639.000,92.269,26.90,300.05
639.050,92.264,26.90,300.05
639.100,92.236,26.90,300.05
639.150,92.269,26.90,300.05
639.200,92.236,26.89,300.04
639.250,92.295,26.89,300.04
639.300,92.260,26.89,300.04
639.350,92.262,26.90,300.05
639.400,92.258,26.89,300.04
639.450,92.256,26.89,300.04
639.500,92.262,26.89,300.04
639.550,92.212,26.89,300.04
639.600,92.282,26.89,300.04
639.650,92.245,26.89,300.04
639.700,92.286,26.89,300.04
639.750,92.271,26.89,300.04
639.800,92.253,26.89,300.04
639.850,92.264,26.89,300.04
639.900,92.282,26.89,300.04
639.950,92.269,26.89,300.04
640.000,92.247,26.89,300.04
640.050,92.227,26.89,300.04
640.100,92.253,26.89,300.04
640.150,92.243,26.89,300.04
640.200,92.232,26.88,300.03
640.250,92.227,26.88,300.03
640.300,92.238,26.89,300.04
640.350,92.264,26.89,300.04
640.400,92.264,26.88,300.03
640.450,92.243,26.88,300.03
640.500,92.286,26.88,300.03
640.550,92.221,26.88,300.03
640.600,92.271,26.88,300.03
640.650,92.240,26.88,300.03
640.700,92.251,26.88,300.03
640.750,92.269,26.88,300.03
640.800,92.253,26.88,300.03
640.850,92.260,26.88,300.03
640.900,92.217,26.88,300.03
640.950,92.247,26.88,300.03
641.000,92.282,26.88,300.03
641.050,92.258,26.88,300.03
641.100,92.273,26.87,300.02
641.150,92.223,26.87,300.02
641.200,92.256,26.87,300.02
641.250,92.266,26.87,300.02
641.300,92.260,26.87,300.02
641.350,92.232,26.87,300.02
641.400,92.232,26.87,300.02
641.450,92.251,26.87,300.02
641.500,92.273,26.87,300.02
641.550,92.247,26.87,300.02
641.600,92.269,26.87,300.02
641.650,92.258,26.87,300.02
641.700,92.271,26.86,300.01
641.750,92.260,26.87,300.02
641.800,92.275,26.86,300.01
641.850,92.251,26.86,300.01
641.900,92.249,26.86,300.01
641.950,92.262,26.86,300.01
642.000,92.236,26.86,300.01
642.050,92.253,26.86,300.01
642.100,92.256,26.86,300.01
642.150,92.223,26.86,300.01
642.200,92.262,26.86,300.01
642.250,92.258,26.86,300.01
642.300,92.249,26.86,300.01
642.350,92.230,26.85,300.00
642.400,92.264,26.85,300.00
642.450,92.247,26.85,300.00
642.500,92.219,26.85,300.00
642.550,92.238,26.85,300.00
642.600,92.232,26.85,300.00
642.650,92.214,26.85,300.00
642.700,92.227,26.85,300.00
642.750,92.253,26.84,299.99
642.800,92.230,26.84,299.99
642.850,92.253,26.84,299.99
642.900,92.234,26.84,299.99
642.950,92.232,26.84,299.99
643.000,92.247,26.84,299.99
643.050,92.225,26.84,299.99
643.100,92.258,26.84,299.99
643.150,92.234,26.83,299.98
643.200,92.225,26.83,299.98
643.250,92.240,26.83,299.98
643.300,92.232,26.83,299.98
643.350,92.253,26.83,299.98
643.400,92.243,26.83,299.98
643.450,92.256,26.83,299.98
643.500,92.243,26.83,299.98
643.550,92.260,26.83,299.98
643.600,92.225,26.83,299.98
643.650,92.240,26.82,299.97
643.700,92.251,26.82,299.97
643.750,92.243,26.82,299.97
643.800,92.245,26.82,299.97
643.850,92.221,26.82,299.97
643.900,92.223,26.82,299.97
643.950,92.193,26.82,299.97
644.000,92.210,26.82,299.97
644.050,92.208,26.82,299.97
644.100,92.221,26.82,299.97
644.150,92.195,26.82,299.97
644.200,92.227,26.82,299.97
644.250,92.217,26.81,299.96
644.300,92.223,26.81,299.96
644.350,92.238,26.81,299.96
644.400,92.221,26.82,299.97
644.450,92.225,26.81,299.96
